post_id,comment_id,author,body,score,created_utc,ups,downs,result
1odkxl5,nkuxfoo,LowBalance4404,"YTA because this isn't up to you.  What I would do in your situation is study as much as you can, get the best grades possible, get a part time job to save for college and as soon as you can, leave this toxic situation.  You are taking on problems that aren't yours rather than focusing on your future.",3,1761171653.0,3,0,YTA
1odkxl5,nkvh714,Disastrous-Nail-640,"I’m not going to call you an AH. But you need to not worry about this. It’s simply none of your business.   How your mother chooses to parent or not parent your brother isn’t your choice. You don’t get a say in how your mother parents, what she gets who for Christmas, etc.",4,1761178639.0,4,0,YTA
1odkxl5,nkuw8a3,AvocadoJazzlike3670,YTA because you’re his sister not his parent. This isn’t for you to solve. Support your mom but the problem is his father allowing all the bs.,3,1761171241.0,3,0,YTA
1odkxl5,nkv17v6,DELILAHBELLE2605,YTA.  You're not a co-parent.  Stay out of it.  And every other person is a narcissist these days.  Quit diagnosing people unless you're a professional.,4,1761172975.0,4,0,YTA
1odkxl5,nkv47he,StatisticianSmall864,"You are not an AH. However, you also are not a parent and it’s not your responsibility to manage the family. Time to stop interfering. As someone who managed a family far before I was prepared, it’s not good for your brain, your emotions, your grades to being parenting at 16. Your mom needs to stop going out at night and be present for her family. You need to be at school, doing your work, and maybe even getting a job so you can stay out of the house and start socking money away so you can leave ASAP.",1,1761174035.0,1,0,NTA
1odkxl5,nkvea1n,Character_Goat_6147,"Hon, I’m so sorry. You’re NTA, but both your parents are. Your father has manipulated your little brother, who is too young and dumb to know he is being manipulated. He doesn’t love the kid, if he did he wouldn’t do this. He just wants to win. Your mother is so upset that she has capitulated and is now playing your father’s game, which means a dimwit 13 year old is running both houses. This is bad news for everyone. Your mom should have held firm for the sake of you and your siblings. Your brother needs to understand that he is not the boss, because he’s clearly not capable of regulating himself. This is bigger than Christmas presents. I understand the urge not to reward him for bad behavior, but she’s too scared that he will see it as a rejection and she won’t do it.   Your mom’s rules aren’t wrong. Life is hard enough and exceptionally uncertain right now. Your mom is trying to instill self-motivation and determination into the rest of you, and to keep you from spending all your time on things like gaming, that can take over our lives and keep us from functioning. Self-regulating as a teenager can be really hard, which is why good parents set limits to help us do that. Having the self-discipline to do the hard stuff, the stuff that’s not so fun, the important stuff, is what will  give us the opportunities to have a better life in the long run. Giving in to every dopamine urge just makes that harder, and like all addiction it just gets worse over time. It makes it too easy to hide from life. Your brother is not on a good road, and in my opinion your mom isn’t handling it well because she’s letting her own emotions override what is better for your brother. Now that he knows he can manipulate her and that there are no rules, he will keep pushing boundaries until he completely crashes.    You can’t fix this. You can certainly tell your brother what you think of his behavior, but this is too big for you to solve. The best thing you can do is to realize that taking your brother’s path is a bad idea, and keep helping your younger siblings to the extent you can. I’m sorry your mom isn’t stepping up, but it’s not your fault.",1,1761177582.0,1,0,ESH
1odkxl5,nkvxris,Pale_Height_1251,"YTA, this is none of your business.",2,1761184634.0,2,0,NAH
1odkxl5,nkwfaf5,Responsible-Jury3274,Yta,2,1761191587.0,2,0,NAH
1odkxl5,nkz4hij,StatisticianSmall864,"Absolutely wild how many adults are calling you, a teenager in a bad home environment, an AH for trying to help. (Even if that’s not your job!)",2,1761234420.0,2,0,NTA
1odkxl5,nkur3qj,Otherwise_Heat_3775,"You should get less Christmas gifts for not knowing how to format a proper story. Learn to use paragraphs, please. I had to skim to get to the point of this and there still didn't seem to be much of a point.    The gift situation is up to your mother alone. When you have children, you can decide what to do for Christmas.",2,1761169540.0,2,0,INFO
1odkxl5,nkus9oa,Testingthrowaway00,Edit because I missed op’s age  Your brother is a victim of his narcissistic manipulative father as well. The father is using him as a weapon of revenge against your mom.,1,1761169918.0,1,0,YTA
1odkxl5,nkusj9y,West_House_2085,You're NOT the parent. Stop trying to be the parent.   ESH,-1,1761170004.0,-1,0,ESH
1odkxl5,nkv16dx,Darksea14,"The people in this comment section are rude af jesus christ. You're doing fine, you're doing your best. At the same time, you're 16, it isn't your responsibility to parent anyone. I know that instinct is coming from a good place, wanting to make sure your siblings and your mom are okay. As their older sibling, all you can really do is be there for them. It isn't your responsibility to dole out punishments.    Have you tried talking to your brother? If I was in his shoes, I know I would be hurting for someone to talk to, or just anyone in my corner. Growing up is hard. He's caught in between your parents right now, and I'm sure that feels isolating.",0,1761172961.0,0,0,NAH
1odkxl5,nkv2mdf,RomDog25,You’re nta  you’re having feelings that are being created by a really difficult situation. You are doing what most eldest children would do but it’s not healthy for you to carry this responsibility. I’m so sorry this is happening. Maybe tell mom how your brother’s behavior is impacting you. Good luck.,0,1761173470.0,0,0,NTA
1odkxl5,nkv3nyv,Character_Shock_607,"NTA…you have been put in a tough spot and if I’m interpreting this correctly, you have a different dad, your two brothers have the same dad and your younger sister has a different dad. You are probably asked to pick up the slack on a lot of parenting duties which is not fair to you. However, you are not equipped to label anyone a narcissist, so don’t throw around labels. That all being said, it’s not your place to demand your mother to not buy him Christmas gifts. But again…NTA",1,1761173841.0,1,0,NTA
1odkxl5,nkv4921,Jealous_Animator5884,You NTA. You’re a kid and your mom shouldn’t be “going out with friends” at night if it makes her kids feel uncomfortable in any way. Your mom also shouldn’t be putting you in this situation and I’m sorry you’re being forced to grow up so young. Give yourself some grace and try to focus on your future.,0,1761174051.0,0,0,NTA
1odkxl5,nkuyo0x,perpetuallyxhausted,"Idk about the present situation but as for the 1hr of vr time (or other timed things) that he doesn't like to stick to, start warning him BEFORE the time is up. (It should actually be your mum warning him because she's the parent, not you but...) When I worked with kids, it worked better to tell them ""you've got 30, 10, 5 ect mins left"" because then it wasn't a sudden stop for the kid and they had time to prepare for it. We used it for timed stuff and stuff that was happening at specific times so that the kids weren't surprised and scrambling when it was suddenly time.",0,1761172080.0,0,0,NAH
1odkxl5,nkvj0mm,Loud_et_Proud,"NTA it sounds like your bros dad has a favourite son and it's him. He allows him to do whatever he wants and probably poisons himself against your mom constantly. So that bleeds on to your bro and the way he acts.   I'm sure your mom won't not give him gifts but I agree he doesn't need a ton. Maybe one thing for each kid. However, your mom can save that money and reward the other kid with gifts over the year or something for being good (this way your bro learns).  You are only 16 tho, so try and have fun and stay out of it all of you can. You're being. A good daughter and sister where you can but don't forget about you.   Reddit is harsh so don't pay the nasty comments too much attention. You are doing what's best for your family and the reality you live in, not everyone can live in fantasy land like redditors",-1,1761179301.0,-1,0,NTA
1odkxl5,nkvz7fm,Bey_World_101,NTA. He’s a narcissistic a-hole just like his father and he’s making everything worse. He’s not following the rules your mom put in place for screen time. You’re right in the title though. He shouldn’t get any Christmas gifts at all this year because of the attitude he’s got going on. Talk with your mom about this and see if she agrees with you or not.,-1,1761185155.0,-1,0,NTA
1odkxl5,nkuzuef,gloryhokinetic,NTA. Time for some tough love. But not from his sis but from his mom.,-5,1761172493.0,-5,0,ESH
1odkxl5,nkuutjw,Spare_Necessary_810,"YTA for not knowing how to summarise or use paragraphs. Also for being rather an officious brat, inserting yourself in parenting issues.",-5,1761170765.0,-5,0,YTA
